,Temperature,Humidity,PM2,PM10,NO2,SO2,CO,Proximity_to_Industrial_Areas,Population_Density,Air_Quality
3749,22.6,59.5,2.1,9.3,12.4,7.5,0.95,12.5,451,Good
3750,32.4,75.3,17.7,27.4,34.1,10.1,1.54,9.7,611,Moderate
3751,26.9,55.9,33.3,36.4,25.6,9.5,1.13,12.5,584,Good
3752,22.9,79.0,21.3,29.3,20.7,6.0,0.98,10.2,588,Good
3753,36.7,99.0,4.2,19.4,32.1,18.7,2.38,3.9,675,Poor
3754,35.0,85.2,7.5,18.9,51.5,23.9,3.03,6.5,628,Hazardous
3755,23.2,71.8,56.0,70.0,26.3,14.6,1.69,5.7,392,Moderate
3756,23.3,58.1,5.4,7.4,24.1,7.6,1.28,5.2,538,Moderate
3757,35.2,70.4,12.1,31.5,29.9,24.1,2.05,5.6,414,Poor
3758,23.9,80.5,0.6,3.6,13.9,7.3,0.94,12.7,348,Good
3759,26.7,62.1,12.7,16.7,15.8,3.8,1.04,13.6,276,Good
3760,28.6,65.2,40.2,44.4,20.5,5.2,1.13,12.3,492,Good
3761,33.2,88.1,7.0,16.1,29.8,11.1,1.45,5.1,332,Moderate
3762,44.9,100.6,12.9,28.7,43.6,15.9,2.18,6.0,630,Hazardous
3763,25.9,62.8,2.0,8.4,12.1,6.5,1.17,10.4,487,Good
3764,21.8,73.5,11.6,14.8,24.2,5.9,0.96,10.8,463,Good
3765,38.2,63.5,63.5,77.9,32.4,6.8,2.3,5.0,458,Poor
3766,29.2,60.4,20.9,32.5,34.9,4.5,2.0,8.1,406,Moderate
3767,26.5,65.9,0.9,13.3,30.1,11.5,1.82,5.5,641,Moderate
3768,38.8,97.9,0.1,12.2,43.2,7.9,1.27,4.0,567,Poor
3769,47.4,64.8,68.5,80.6,38.5,13.5,2.54,4.0,633,Poor
3770,35.8,72.9,6.2,33.2,23.9,16.7,2.0,3.6,552,Poor
3771,32.4,60.2,0.7,10.0,34.7,11.2,1.59,8.6,717,Moderate
3772,21.4,76.4,15.3,22.1,12.4,3.4,0.96,16.3,420,Good
3773,27.3,67.9,38.9,49.8,22.4,12.2,1.52,5.1,564,Moderate
3774,27.6,53.6,7.1,10.4,28.4,4.5,0.87,10.3,591,Good
3775,41.2,100.3,19.6,35.4,39.8,9.1,1.97,4.6,453,Poor
3776,30.4,98.0,24.9,30.7,23.5,21.2,1.55,6.7,594,Moderate
3777,19.4,60.1,9.9,18.2,26.4,2.3,1.04,10.6,466,Good
3778,31.5,66.9,4.6,14.6,24.7,19.7,2.47,7.5,761,Poor
3779,27.8,83.3,13.5,30.5,21.6,0.7,1.64,5.4,653,Moderate
3780,23.3,61.7,3.3,10.1,12.9,5.3,0.94,10.1,245,Good
3781,22.0,65.6,3.1,11.6,25.3,7.7,1.64,5.8,430,Moderate
3782,29.2,51.8,0.3,4.6,16.6,6.5,0.89,14.2,291,Good
3783,35.8,71.5,19.0,34.1,28.6,13.5,1.54,7.8,592,Moderate
3784,25.7,72.9,2.1,1.0,23.5,3.3,1.04,11.0,415,Good
3785,21.5,57.5,0.2,4.3,15.0,6.7,1.02,18.8,373,Good
3786,28.9,80.8,3.6,13.5,33.8,10.5,1.28,8.3,438,Moderate
3787,34.4,75.4,13.2,18.3,34.4,8.4,1.42,6.0,613,Moderate
3788,23.6,53.8,7.6,10.4,16.9,4.1,1.07,10.2,434,Good
3789,17.6,46.1,11.3,15.6,14.2,7.4,0.9,11.7,591,Good
3790,29.5,85.1,9.3,19.6,22.8,14.1,1.38,9.6,692,Moderate
3791,25.8,65.6,22.8,24.5,28.9,8.3,1.02,11.6,401,Good
3792,28.7,96.3,8.5,13.6,27.1,13.1,1.35,5.2,409,Moderate
3793,25.8,68.0,17.6,25.9,19.8,4.2,0.85,13.1,303,Good
3794,45.7,74.1,80.8,96.8,46.9,14.6,2.4,3.6,618,Hazardous
3795,46.0,80.1,8.2,40.2,30.8,15.3,2.55,7.9,584,Hazardous
3796,26.1,58.6,22.0,32.5,25.2,3.4,1.6,7.2,494,Moderate
3797,33.6,50.5,19.6,31.4,31.5,14.2,1.7,8.2,456,Moderate
3798,18.0,53.4,13.8,18.3,24.9,4.9,1.09,13.4,231,Good
3799,30.1,81.5,84.8,96.1,22.1,6.0,1.44,5.7,579,Moderate
3800,39.7,82.2,2.2,11.8,25.6,9.4,2.2,4.1,562,Poor
3801,24.4,39.0,3.1,8.9,26.7,5.9,0.86,10.2,317,Good
3802,26.1,77.5,0.3,14.5,20.8,9.9,1.86,5.4,376,Moderate
3803,28.8,103.5,5.1,24.7,39.1,16.4,3.22,12.1,699,Hazardous
3804,43.4,66.5,7.0,24.6,38.4,10.1,1.77,4.5,450,Poor
3805,34.0,82.3,99.5,128.1,37.4,13.6,1.94,9.0,444,Poor
3806,42.2,91.6,0.4,11.5,35.9,12.5,2.15,5.9,683,Poor
3807,26.7,51.1,24.4,35.7,14.6,4.3,1.23,7.1,646,Moderate
3808,37.3,61.0,67.6,72.0,22.7,10.3,1.6,9.3,582,Moderate
3809,26.7,92.5,13.4,17.1,30.0,10.7,2.31,3.8,712,Poor
3810,40.6,51.7,18.8,31.5,30.4,9.5,2.15,3.4,738,Poor
3811,45.6,82.4,13.1,27.8,24.8,13.8,1.37,5.5,408,Poor
3812,17.4,62.3,4.6,11.8,20.9,6.1,1.25,10.1,486,Good
3813,29.2,112.4,21.9,39.6,37.6,17.5,2.99,4.3,689,Hazardous
3814,38.4,87.7,38.4,63.6,45.4,17.0,2.49,3.7,637,Hazardous
3815,24.8,46.4,0.7,5.7,15.7,4.7,0.98,10.5,523,Good
3816,34.6,70.8,13.3,20.8,28.5,19.4,1.63,4.7,365,Poor
3817,32.2,104.1,13.7,28.4,26.6,4.2,1.9,8.2,467,Poor
3818,29.4,49.7,67.0,80.2,20.3,16.3,1.34,6.5,436,Moderate
3819,27.0,43.9,6.7,12.3,11.3,6.2,0.95,10.7,279,Good
3820,32.3,53.7,39.7,43.7,27.2,12.5,1.59,5.0,363,Moderate
3821,36.6,91.9,10.5,20.2,22.9,5.5,1.58,6.4,409,Poor
3822,25.7,64.5,19.7,28.4,31.1,7.8,1.3,7.0,521,Moderate
3823,29.9,58.0,5.1,6.3,18.5,4.2,1.03,11.3,510,Good
3824,39.0,59.1,13.8,39.2,41.2,11.6,1.82,3.8,602,Poor
3825,40.4,99.5,1.0,7.8,35.6,20.2,1.97,4.1,458,Poor
3826,29.9,82.5,12.0,25.6,37.5,11.2,1.63,3.8,597,Poor
3827,38.2,115.9,295.0,315.8,50.1,5.5,3.01,4.6,755,Hazardous
3828,19.4,36.3,7.6,10.5,25.6,8.5,1.01,10.4,391,Good
3829,33.0,79.0,1.0,23.0,37.8,19.9,1.84,6.8,651,Poor
3830,24.6,53.0,3.1,6.0,24.6,5.2,0.95,11.1,500,Good
3831,33.1,91.3,8.0,24.3,32.0,23.6,2.28,4.2,587,Poor
3832,40.8,107.1,11.6,37.6,36.7,5.3,1.94,3.0,750,Hazardous
3833,28.8,77.2,27.8,42.3,27.5,4.8,1.6,10.8,538,Moderate
3834,47.8,74.1,38.5,62.2,41.1,11.4,1.85,6.8,549,Poor
3835,26.3,64.8,14.9,22.0,26.2,7.4,1.02,12.5,237,Good
3836,32.1,84.3,4.2,14.3,37.1,11.6,1.45,3.3,737,Poor
3837,31.1,80.7,14.2,24.3,15.0,11.9,1.46,6.3,481,Moderate
3838,33.0,60.4,20.1,29.9,31.9,7.6,1.32,5.7,335,Moderate
3839,31.1,78.4,51.7,67.9,35.6,17.5,2.24,5.6,488,Poor
3840,37.5,84.2,17.4,35.5,31.6,2.9,3.0,7.0,524,Poor
3841,31.8,49.9,7.5,17.9,36.1,7.0,1.48,9.5,687,Moderate
3842,32.1,90.5,51.8,69.9,26.6,22.3,1.57,3.4,782,Poor
3843,33.4,96.6,14.1,25.5,26.8,15.8,2.39,5.5,623,Poor
3844,28.4,80.8,11.4,20.3,36.0,9.7,1.19,5.8,530,Moderate
3845,37.0,96.6,14.8,25.2,40.6,14.7,2.11,10.2,673,Poor
3846,27.1,111.8,2.6,30.7,32.7,23.2,1.93,6.3,691,Poor
3847,26.2,60.3,13.4,17.3,26.7,7.0,1.23,10.9,308,Good
3848,29.4,54.3,9.2,15.5,29.3,8.6,1.49,10.6,405,Moderate
3849,31.5,67.4,36.0,49.0,48.1,14.3,2.34,4.2,799,Poor
3850,27.1,36.1,9.8,16.2,18.6,5.5,0.91,10.3,311,Good
3851,33.6,46.7,11.1,22.2,23.7,3.8,1.16,10.0,592,Moderate
3852,35.3,53.7,34.2,44.6,20.3,3.8,1.21,5.8,328,Moderate
3853,22.7,58.8,16.0,21.7,14.8,4.5,0.95,10.0,324,Good
3854,33.2,76.6,6.9,23.1,31.0,17.1,2.06,4.8,804,Poor
3855,26.6,67.5,5.0,6.7,24.6,2.0,0.96,10.9,444,Good
3856,23.0,66.7,8.8,12.3,16.8,4.8,1.08,10.4,316,Good
3857,46.3,91.0,27.0,51.7,37.3,20.2,2.14,4.1,624,Hazardous
3858,23.9,43.8,0.3,7.9,26.4,5.3,0.98,11.8,415,Good
3859,24.0,55.5,6.4,8.6,10.8,4.8,0.89,11.5,456,Good
3860,31.8,68.4,6.7,12.6,23.8,8.3,0.86,10.3,326,Good
3861,27.9,60.9,1.9,6.7,14.5,5.6,1.0,11.0,383,Good
3862,30.5,70.7,23.4,30.5,32.8,10.8,1.49,7.5,466,Moderate
3863,41.5,106.1,2.5,16.1,41.6,22.9,2.33,9.7,629,Hazardous
3864,31.7,53.6,24.2,36.1,23.3,6.4,1.36,5.4,566,Moderate
3865,40.9,69.5,31.1,53.4,39.3,14.0,1.69,5.5,465,Poor
3866,23.3,49.0,29.4,36.6,12.6,6.6,0.82,10.7,362,Good
3867,20.7,71.2,0.5,9.4,11.4,4.4,1.09,10.9,207,Good
3868,21.9,58.3,2.7,5.6,20.6,7.3,0.9,11.1,493,Good
3869,51.5,92.6,3.6,25.7,49.5,22.2,2.48,4.0,737,Hazardous
3870,24.3,77.2,3.2,8.5,15.1,5.1,1.22,10.1,385,Good
3871,34.8,68.1,64.3,74.2,39.9,11.2,2.26,4.0,537,Poor
3872,29.2,78.4,17.6,24.9,21.5,1.9,0.97,10.1,285,Good
3873,25.7,51.6,17.3,20.6,16.9,7.5,1.07,10.7,454,Good
3874,39.3,57.3,39.6,59.1,22.0,17.7,1.64,4.7,573,Poor
3875,32.5,97.5,77.0,99.1,54.5,26.1,1.82,2.7,555,Hazardous
3876,29.6,72.1,2.0,6.6,17.4,6.4,1.06,10.7,353,Good
3877,31.9,72.0,68.4,87.0,37.9,7.3,2.24,4.0,679,Poor
3878,26.8,50.0,1.5,7.4,21.0,8.1,1.02,10.4,606,Good
3879,26.0,79.9,22.6,28.3,22.7,5.9,1.37,12.0,323,Moderate
3880,30.1,83.5,10.2,15.6,23.6,18.2,1.73,14.0,676,Moderate
3881,34.0,75.2,46.0,57.2,45.5,15.4,3.34,6.3,601,Hazardous
3882,38.5,55.8,12.3,32.1,24.8,9.4,1.75,5.6,312,Moderate
3883,45.5,84.9,7.2,17.4,39.1,17.0,2.09,3.4,861,Hazardous
3884,31.0,77.2,42.9,56.6,29.3,9.2,1.4,6.7,611,Moderate
3885,25.0,77.4,1.4,5.8,14.7,6.3,0.84,11.0,288,Good
3886,26.9,60.6,1.2,6.4,20.5,7.6,0.92,11.6,267,Good
3887,24.9,57.7,0.9,4.9,18.0,6.1,1.25,11.9,302,Good
3888,36.1,55.2,5.6,17.2,23.0,9.5,1.7,5.7,317,Moderate
3889,29.2,89.5,71.0,83.9,19.8,14.6,1.16,7.3,618,Moderate
3890,36.4,78.0,50.8,57.2,22.6,8.5,1.55,5.3,583,Moderate
3891,26.8,41.9,8.4,13.8,26.3,6.2,1.06,14.4,494,Good
3892,29.8,84.3,0.6,14.0,34.6,14.2,1.61,5.4,506,Moderate
3893,24.7,49.4,8.4,14.8,15.7,6.5,1.2,10.2,194,Good
3894,30.3,70.8,4.2,9.9,21.9,5.5,1.16,11.2,401,Good
3895,27.2,88.1,12.8,31.5,23.5,14.0,1.94,3.4,576,Poor
3896,23.9,79.6,28.7,32.2,18.7,3.0,1.1,12.0,454,Good
3897,40.0,88.6,4.5,25.7,31.0,20.5,2.11,4.6,709,Poor
3898,27.6,61.3,1.5,12.0,28.7,11.6,1.63,5.1,581,Moderate
3899,16.5,66.4,11.7,15.8,11.7,3.6,0.97,13.5,548,Good
3900,29.5,84.6,40.6,51.7,25.4,11.5,1.75,9.5,418,Moderate
3901,19.6,47.2,0.9,7.5,23.2,3.8,1.02,10.5,380,Good
3902,29.5,54.6,40.8,48.3,30.7,9.5,1.52,5.0,642,Moderate
3903,29.2,62.5,4.2,7.0,26.5,13.5,1.07,6.1,630,Moderate
3904,20.0,79.9,2.0,7.3,15.2,5.1,1.06,10.5,244,Good
3905,44.0,100.4,55.0,76.2,23.8,18.6,2.12,4.3,535,Poor
3906,33.6,90.6,16.7,22.9,33.8,10.0,1.69,15.4,486,Moderate
3907,34.9,84.1,1.5,20.1,22.5,2.5,2.15,3.6,646,Poor
3908,25.8,56.9,2.7,10.1,17.2,2.6,0.84,11.1,569,Good
3909,26.2,56.5,20.4,28.2,14.2,-0.4,0.88,12.4,427,Good
3910,37.0,72.5,22.8,30.2,25.5,10.9,1.16,5.4,318,Moderate
3911,26.1,81.9,9.5,19.1,36.1,14.8,1.62,5.9,455,Moderate
3912,41.1,70.0,30.3,40.1,36.4,7.6,2.51,5.0,647,Poor
3913,30.5,55.3,6.3,18.2,21.9,15.1,1.45,5.2,391,Moderate
3914,32.7,60.5,13.5,27.2,22.9,9.3,1.45,8.7,322,Moderate
3915,27.8,72.8,2.0,8.5,27.8,4.0,1.01,10.4,253,Good
3916,21.9,42.8,3.3,5.8,19.3,3.9,1.12,13.0,546,Good
3917,27.2,66.4,13.0,16.3,23.5,4.9,1.08,14.0,428,Good
3918,31.0,80.4,3.3,13.9,29.6,7.1,1.31,7.1,353,Moderate
3919,27.4,73.6,51.6,64.0,35.3,14.7,1.87,8.7,769,Poor
3920,26.7,68.4,2.8,10.4,24.4,2.3,1.12,11.6,545,Good
3921,23.4,77.4,25.1,28.6,26.1,5.7,1.09,12.0,201,Good
3922,25.1,45.2,5.6,10.3,14.7,3.1,1.01,12.0,566,Good
3923,31.3,70.5,13.7,23.4,28.6,10.6,1.69,5.9,647,Moderate
3924,39.0,80.7,1.3,21.3,24.2,10.8,1.65,3.8,448,Poor
3925,24.8,86.3,14.3,21.5,22.7,12.2,1.27,8.6,419,Moderate
3926,35.9,49.6,8.2,26.0,20.0,8.4,1.57,5.0,361,Moderate
3927,39.4,57.0,11.2,26.3,28.7,20.4,2.01,3.8,468,Poor
3928,27.5,49.8,1.3,9.3,24.8,8.5,1.11,10.7,589,Good
3929,35.6,64.8,16.1,30.3,32.2,1.1,1.65,5.9,640,Moderate
3930,25.0,57.3,0.8,6.7,27.1,3.6,1.12,10.7,267,Good
3931,36.4,72.1,37.2,45.7,29.1,9.6,1.45,9.8,312,Moderate
3932,28.0,80.7,62.2,68.9,29.0,15.3,1.61,5.1,336,Moderate
3933,30.1,49.0,7.7,14.5,20.2,7.6,0.98,11.0,465,Good
3934,28.2,60.6,14.5,19.4,23.0,6.0,1.16,14.3,360,Good
3935,26.3,67.0,6.1,12.5,16.3,6.0,1.04,18.0,559,Good
3936,30.4,80.0,10.6,17.9,19.3,3.8,0.87,12.5,464,Good
3937,23.9,39.6,1.3,5.7,23.2,6.4,0.93,11.2,569,Good
3938,24.6,48.9,6.5,14.6,17.0,4.6,0.96,12.1,264,Good
3939,22.7,53.9,8.1,12.7,23.5,7.1,1.2,10.3,487,Good
3940,34.2,76.9,111.0,129.2,34.7,21.5,2.17,3.9,484,Poor
3941,21.1,47.7,22.5,26.8,18.5,6.1,1.1,12.2,492,Good
3942,20.2,76.4,32.9,38.5,21.7,5.4,1.0,12.4,501,Good
3943,30.6,65.6,28.7,38.2,21.5,14.8,1.48,8.3,383,Moderate
3944,28.2,65.2,30.0,40.9,15.7,9.2,1.5,5.4,541,Moderate
3945,28.4,66.1,35.2,50.0,24.8,7.8,1.2,6.5,311,Moderate
3946,32.6,78.7,7.1,20.4,30.9,6.4,1.52,5.7,352,Moderate
3947,43.8,106.8,4.6,19.2,32.8,21.2,2.34,4.1,425,Poor
3948,27.2,46.7,3.4,5.6,17.2,4.1,1.0,13.1,468,Good
3949,18.1,61.3,7.8,12.3,12.9,7.3,1.04,10.1,218,Good
3950,30.0,54.7,38.3,43.8,32.8,7.7,1.28,6.7,610,Moderate
3951,31.9,74.5,31.9,40.6,36.4,9.7,1.45,6.7,494,Moderate
3952,42.2,76.5,39.0,53.0,31.2,13.5,2.3,5.2,458,Poor
3953,34.6,48.6,4.5,15.6,26.6,13.0,1.42,12.0,410,Moderate
3954,25.8,51.5,9.2,12.9,17.5,0.2,1.26,11.8,452,Good
3955,35.7,83.1,8.1,20.2,24.9,9.4,1.4,7.2,564,Moderate
3956,27.7,79.4,10.8,16.8,14.0,7.7,0.92,10.3,348,Good
3957,21.4,60.3,17.6,22.3,15.8,5.7,0.98,11.6,284,Good
3958,21.0,51.0,4.5,9.4,18.6,7.8,1.01,10.5,254,Good
3959,24.8,53.7,2.6,8.7,17.6,8.2,1.2,10.9,280,Good
3960,22.6,75.5,55.8,63.3,30.0,7.7,1.33,5.9,361,Moderate
3961,28.4,81.5,6.7,11.7,17.6,2.9,0.93,12.9,580,Good
3962,28.3,76.6,10.3,17.8,37.4,5.2,1.38,7.1,540,Moderate
3963,28.2,90.6,17.2,27.5,32.3,17.4,2.07,9.1,680,Poor
3964,21.6,64.6,0.3,7.9,14.7,4.9,1.05,10.3,380,Good
3965,31.0,79.6,17.3,30.5,31.4,5.1,1.69,8.9,347,Moderate
3966,27.1,93.4,37.3,64.1,29.7,14.8,3.28,2.5,701,Hazardous
3967,25.7,82.4,44.6,54.5,21.2,5.8,1.44,5.2,580,Moderate
3968,30.6,80.3,4.5,13.8,25.9,4.9,1.32,5.0,333,Moderate
3969,32.4,61.8,23.0,43.4,19.5,17.0,2.05,3.8,463,Poor
3970,23.2,40.5,3.0,6.5,21.1,6.4,0.94,11.4,337,Good
3971,35.1,47.6,23.8,31.7,26.6,14.5,1.35,6.9,565,Moderate
3972,24.1,63.0,3.9,7.4,22.5,8.0,0.78,19.9,566,Good
3973,36.0,65.6,7.3,21.8,24.2,13.9,1.99,5.9,393,Poor
3974,23.8,58.4,13.1,23.2,11.3,6.3,0.94,10.0,437,Good
3975,24.1,49.2,11.7,17.1,22.3,6.4,0.98,13.6,334,Good
3976,26.0,79.4,4.8,18.1,19.5,10.1,1.86,6.7,525,Moderate
3977,34.9,81.1,38.2,52.3,20.9,7.5,1.68,5.5,672,Moderate
3978,27.2,78.3,43.1,43.8,15.1,2.4,0.97,12.3,397,Good
3979,26.5,76.9,2.5,7.6,19.6,4.5,1.0,11.3,500,Good
3980,35.0,82.9,27.4,32.6,25.5,7.6,1.5,7.2,344,Moderate
3981,26.0,54.7,7.7,16.9,17.2,6.9,1.05,17.2,333,Good
3982,23.0,52.0,14.1,15.5,20.1,4.9,0.76,11.9,497,Good
3983,25.6,63.4,16.1,20.9,24.1,2.9,1.04,10.9,303,Good
3984,21.4,39.3,19.4,26.4,21.7,4.7,1.1,12.2,428,Good
3985,19.7,75.2,1.2,5.2,12.8,5.4,0.93,10.7,527,Good
3986,44.8,101.8,146.3,164.9,38.8,10.8,2.36,2.8,586,Hazardous
3987,37.5,76.6,9.3,10.1,32.2,15.0,1.29,5.1,669,Moderate
3988,34.1,76.6,6.5,21.3,30.6,12.5,2.12,7.3,421,Poor
3989,32.5,67.4,1.1,9.2,31.0,16.5,1.56,3.4,512,Poor
3990,36.8,100.2,4.9,14.2,40.2,32.5,3.02,2.9,489,Hazardous
3991,29.4,94.1,0.9,7.1,24.5,12.2,1.24,6.4,648,Moderate
3992,27.8,64.8,7.9,13.3,25.1,4.7,0.99,10.4,223,Good
3993,22.5,55.4,4.7,5.6,20.4,4.6,0.93,14.8,371,Good
3994,39.4,55.7,1.0,11.4,33.1,10.3,1.27,6.2,416,Moderate
3995,25.3,60.8,10.2,15.7,16.2,5.0,1.18,15.3,406,Good
3996,35.4,84.1,45.6,62.3,31.4,5.6,1.26,7.0,638,Moderate
3997,26.4,63.7,7.3,11.2,30.1,11.6,1.13,8.7,507,Moderate
3998,22.4,77.8,17.2,22.0,14.3,2.7,0.83,11.9,410,Good
3999,25.8,65.6,13.5,15.2,23.0,3.9,1.09,18.9,368,Good
4000,24.9,45.7,3.1,9.4,18.8,7.0,1.08,10.3,275,Good
4001,26.2,64.8,3.2,11.1,24.5,8.6,0.89,10.3,427,Good
4002,23.6,66.3,10.2,20.6,18.0,8.4,1.64,5.5,581,Moderate
4003,30.8,47.2,28.0,33.6,28.4,14.6,1.27,5.3,316,Moderate
4004,23.2,71.3,8.2,13.1,25.7,8.1,1.04,10.5,218,Good
4005,28.9,75.0,17.8,26.6,20.0,17.2,1.53,6.9,346,Moderate
4006,23.5,67.0,1.8,6.8,19.6,4.0,1.07,10.8,320,Good
4007,26.1,63.1,15.8,19.1,22.7,4.6,0.89,10.5,249,Good
4008,35.5,79.5,19.1,40.9,41.3,5.0,2.0,7.0,650,Poor
4009,27.7,70.0,28.1,31.1,23.0,7.5,0.98,10.0,538,Good
4010,29.5,58.6,6.1,17.5,32.6,17.0,1.19,5.0,311,Moderate
4011,30.7,77.7,36.5,46.0,24.2,9.1,1.5,6.5,345,Moderate
4012,23.7,50.0,13.4,22.0,21.2,16.8,2.07,8.1,588,Moderate
4013,22.4,50.0,15.7,21.1,16.0,5.7,1.06,13.4,433,Good
4014,23.5,74.6,4.0,7.4,25.3,6.6,1.12,11.2,239,Good
4015,30.8,85.5,18.6,44.4,31.0,8.1,2.25,4.0,770,Poor
4016,45.4,104.0,25.0,22.8,36.7,24.0,2.5,10.5,467,Poor
4017,31.0,72.1,1.5,17.4,28.5,5.9,1.7,5.1,332,Moderate
4018,31.0,69.1,15.4,29.6,24.8,5.7,1.62,6.2,704,Moderate
4019,40.1,88.5,1.3,13.3,35.7,18.2,2.2,6.6,453,Poor
4020,32.9,66.0,7.6,11.9,22.8,11.4,1.67,6.9,686,Moderate
4021,29.6,75.1,6.1,14.0,25.6,9.5,1.52,8.2,649,Moderate
4022,22.8,66.4,9.3,12.7,13.9,4.0,0.87,10.7,579,Good
4023,41.9,75.7,0.7,19.2,43.8,19.6,2.7,2.8,771,Hazardous
4024,34.4,95.4,76.0,95.5,20.8,13.0,2.78,6.2,657,Hazardous
4025,19.9,46.2,15.4,22.1,17.9,7.8,1.07,16.9,568,Good
4026,27.6,57.9,0.3,8.8,12.9,5.1,1.08,10.2,265,Good
4027,24.6,76.2,19.7,25.0,20.5,9.2,0.95,10.3,400,Good
4028,36.1,100.5,100.9,108.5,33.1,14.8,2.09,5.0,769,Poor
4029,48.6,83.7,75.8,98.3,52.7,17.1,2.02,3.6,843,Hazardous
4030,22.3,53.9,28.5,47.9,30.2,12.6,1.44,5.9,614,Moderate
4031,38.7,71.8,2.1,20.3,54.4,9.9,2.99,8.6,625,Hazardous
4032,30.8,92.2,50.1,67.5,25.3,23.5,2.41,7.0,573,Poor
4033,25.4,65.3,30.5,34.7,21.9,5.2,1.41,10.8,527,Moderate
4034,29.2,70.2,9.6,14.3,21.9,3.8,1.03,11.1,262,Good
4035,25.2,60.0,6.8,12.0,25.3,3.8,1.02,11.2,509,Good
4036,19.0,77.1,7.9,11.1,14.2,1.7,1.0,13.8,199,Good
4037,26.0,45.1,24.7,28.7,21.4,1.9,1.12,11.9,397,Good
4038,28.4,51.8,8.3,16.6,20.4,2.4,0.98,11.0,549,Good
4039,34.5,74.3,6.3,22.0,33.5,18.0,1.91,4.7,568,Poor
4040,24.9,61.5,11.5,14.6,25.8,4.9,1.0,10.9,336,Good
4041,31.7,52.1,24.3,30.1,15.3,6.0,0.91,13.8,418,Good
4042,22.5,65.5,0.8,8.2,13.3,4.7,1.07,10.3,526,Good
4043,24.6,49.7,25.1,26.5,16.4,7.9,1.22,11.2,236,Good
4044,23.1,63.6,9.9,15.5,18.1,3.9,0.98,15.0,205,Good
4045,29.6,54.1,9.8,20.3,28.7,15.3,1.39,9.8,690,Moderate
4046,27.3,53.4,6.7,13.6,24.0,6.7,0.99,10.6,208,Good
4047,22.5,59.8,0.7,12.6,30.5,5.2,1.37,8.8,718,Moderate
4048,27.3,62.8,2.4,5.1,14.2,2.7,1.02,10.6,538,Good
4049,25.2,75.4,7.6,14.2,30.4,2.9,1.46,6.0,536,Moderate
4050,32.8,99.6,2.2,8.0,33.6,21.5,1.92,5.5,664,Poor
4051,41.9,68.4,15.5,26.3,29.2,18.5,1.4,4.5,387,Poor
4052,34.8,88.8,12.6,30.8,25.3,8.4,1.49,8.7,431,Moderate
4053,29.8,90.6,5.0,34.0,35.8,9.8,1.78,10.6,492,Poor
4054,26.5,84.8,47.4,59.2,25.7,7.4,1.49,6.4,471,Moderate
4055,49.6,91.0,7.6,26.6,42.3,5.7,2.22,3.0,748,Hazardous
4056,26.7,70.2,51.1,56.7,32.8,5.4,1.42,6.3,592,Moderate
4057,34.0,73.8,7.0,27.4,20.7,26.9,2.03,3.4,749,Poor
4058,36.3,57.5,15.0,34.4,36.2,17.1,2.36,3.7,446,Poor
4059,28.9,70.9,33.0,38.7,13.7,4.1,0.89,11.0,486,Good
4060,28.3,77.3,13.0,21.6,33.2,9.3,1.77,7.5,542,Moderate
4061,36.4,99.6,56.6,65.3,30.6,21.2,2.9,4.4,699,Hazardous
4062,34.4,65.0,21.5,34.5,24.3,10.3,1.57,8.6,583,Moderate
4063,24.1,55.9,32.3,39.5,14.8,2.7,1.13,17.4,567,Good
4064,35.5,55.7,41.5,52.6,37.1,8.7,1.17,9.2,546,Moderate
4065,23.8,77.4,5.1,10.1,13.0,7.9,0.84,10.1,315,Good
4066,22.4,66.0,24.6,32.1,20.6,6.2,0.8,11.2,257,Good
4067,26.1,62.1,18.2,26.6,19.8,8.0,1.88,5.1,629,Moderate
4068,21.9,49.8,11.2,16.3,24.9,8.5,1.12,12.6,507,Good
4069,27.8,42.0,20.7,24.5,18.2,2.9,0.89,13.2,253,Good
4070,25.7,41.1,2.4,9.2,13.4,4.9,1.01,15.8,544,Good
4071,23.8,62.8,27.0,40.5,29.6,3.6,1.74,6.5,417,Moderate
4072,39.1,73.5,69.8,82.4,33.6,19.4,1.88,3.6,557,Poor
4073,28.3,72.7,4.7,8.4,13.2,5.8,0.94,10.5,246,Good
4074,26.2,79.1,28.3,31.9,21.7,7.6,0.93,11.1,230,Good
4075,24.2,41.9,14.0,18.5,24.5,6.8,1.01,10.4,361,Good
4076,29.3,80.3,99.6,112.3,22.8,12.5,1.46,6.6,486,Moderate
4077,47.0,95.3,3.0,23.4,36.3,24.4,2.4,3.4,582,Hazardous
4078,34.9,57.0,10.2,23.2,21.0,5.3,1.59,8.1,612,Moderate
4079,26.4,75.1,3.5,8.5,25.1,2.1,0.96,13.4,543,Good
4080,22.5,58.3,25.8,32.3,26.9,3.3,0.97,10.3,501,Good
4081,24.0,62.2,4.4,5.9,28.8,7.6,1.07,12.3,528,Good
4082,18.6,66.2,6.2,11.5,15.9,4.7,1.13,12.1,448,Good
4083,29.0,67.2,14.9,20.0,24.3,6.5,0.84,10.2,524,Good
4084,40.5,83.3,8.8,30.9,22.9,14.1,2.11,8.6,757,Poor
4085,25.0,68.8,0.4,5.6,14.1,5.1,0.94,10.4,595,Good
4086,25.1,48.3,46.2,56.6,17.7,6.5,1.8,7.3,353,Moderate
4087,32.6,83.8,5.5,13.0,30.8,12.2,1.73,7.2,363,Moderate
